Invoice Number,Date Time,Customer ID,Product ID,Quantity,Price per Unit,Return Status,Sales Channel,Total Sales,Customer Age Group,Region,Product Category,date,year
10265,2021-01-10 14:24:00,5,41,4,93.35,Not Returned,In-Store,373.4,56+,West,Accessories,2021-01-10,2021
10266,2021-01-04 23:55:00,17,25,7,74.75,Not Returned,Online,523.25,46-55,South,Clothing,2021-01-04,2021
10268,2021-01-07 05:23:00,70,18,5,52.17,Not Returned,Online,260.85,46-55,North,Footwear,2021-01-07,2021
10269,2021-01-09 16:41:00,12,45,2,44.62,Not Returned,Online,89.24,36-45,West,Footwear,2021-01-09,2021
10270,2021-01-06 02:44:00,53,3,5,96.03,Returned,Online,480.15,46-55,East,Footwear,2021-01-06,2021
10271,2021-01-11 06:14:00,16,9,3,78.9,Not Returned,Online,236.7,26-35,West,Footwear,2021-01-11,2021
1027,2021-01-08 18:28:00,78,23,6,75.2,Not Returned,Online,451.2,46-55,South,Clothing,2021-01-08,2021
10272,2021-01-11 05:07:00,55,45,3,44.39,Not Returned,In-Store,133.17,36-45,East,Footwear,2021-01-11,2021
10273,2021-01-09 07:36:00,70,27,5,50.98,Not Returned,Online,254.9,46-55,North,Footwear,2021-01-09,2021
10274,2021-01-05 05:45:00,25,46,2,97.01,Not Returned,Online,194.02,18-25,East,Clothing,2021-01-05,2021
10275,2021-01-03 15:10:00,50,44,2,95.01,Not Returned,Online,190.02,46-55,South,Accessories,2021-01-03,2021
10276,2021-01-02 22:55:00,81,27,6,98.45,Not Returned,Online,590.7,56+,West,Footwear,2021-01-02,2021
10277,2021-01-09 22:58:00,99,43,7,77.15,Not Returned,Online,540.05,26-35,South,Clothing,2021-01-09,2021
10278,2021-01-10 14:01:00,58,44,7,25.96,Not Returned,In-Store,181.72,26-35,West,Accessories,2021-01-10,2021
10279,2021-01-07 22:42:00,33,49,3,39.88,Not Returned,In-Store,119.64,46-55,East,Footwear,2021-01-07,2021
10280,2021-01-11 06:31:00,60,15,7,63.38,Not Returned,In-Store,443.66,26-35,West,Footwear,2021-01-11,2021
1028,2021-01-11 02:34:00,100,1,3,36.56,Returned,Online,109.68,18-25,West,Accessories,2021-01-11,2021
10281,2021-01-05 08:03:00,37,36,3,38.45,Not Returned,In-Store,115.35,36-45,South,Clothing,2021-01-05,2021
10282,2021-01-11 00:04:00,74,7,1,92.27,Not Returned,In-Store,92.27,26-35,West,Footwear,2021-01-11,2021
10284,2021-01-02 09:30:00,12,6,2,24.65,Not Returned,Online,49.3,36-45,West,Accessories,2021-01-02,2021
10285,2021-01-05 04:55:00,24,50,4,49.59,Not Returned,Online,198.36,18-25,South,Accessories,2021-01-05,2021
10286,2021-01-04 00:18:00,80,14,5,95.22,Not Returned,Online,476.1,46-55,East,Clothing,2021-01-04,2021
10287,2021-01-02 12:21:00,53,13,1,50.08,Not Returned,Online,50.08,46-55,East,Footwear,2021-01-02,2021
10288,2021-01-11 01:16:00,37,5,3,73.22,Not Returned,Online,219.66,36-45,South,Clothing,2021-01-11,2021
10289,2021-01-07 03:35:00,66,46,6,30.5,Not Returned,Online,183.0,46-55,South,Clothing,2021-01-07,2021
10290,2021-01-06 10:05:00,87,4,4,58.34,Not Returned,Online,233.36,18-25,South,Clothing,2021-01-06,2021
10291,2021-01-06 23:40:00,65,28,1,85.14,Not Returned,In-Store,85.14,26-35,West,Footwear,2021-01-06,2021
10292,2021-01-02 04:10:00,86,6,1,71.3,Not Returned,Online,71.3,18-25,East,Accessories,2021-01-02,2021
10293,2021-01-06 12:27:00,1,36,2,98.83,Returned,In-Store,197.66,46-55,West,Clothing,2021-01-06,2021
1029,2021-01-09 01:22:00,4,40,1,43.65,Not Returned,In-Store,43.65,56+,West,Accessories,2021-01-09,2021
10295,2021-01-01 06:49:00,40,36,5,51.04,Not Returned,Online,255.2,26-35,East,Clothing,2021-01-01,2021
10297,2021-01-06 00:16:00,9,40,2,99.05,Not Returned,In-Store,198.1,36-45,East,Accessories,2021-01-06,2021
10298,2021-01-10 13:30:00,74,31,5,65.16,Not Returned,Online,325.8,26-35,West,Clothing,2021-01-10,2021
10299,2021-01-02 09:23:00,100,17,3,81.12,Not Returned,Online,243.36,18-25,West,Accessories,2021-01-02,2021
10300,2021-01-02 08:08:00,26,12,5,37.95,Not Returned,Online,189.75,36-45,East,Clothing,2021-01-02,2021
10301,2021-01-09 22:03:00,23,1,3,82.55,Not Returned,In-Store,247.65,46-55,East,Accessories,2021-01-09,2021
10302,2021-01-01 01:26:00,5,6,7,94.12,Not Returned,Online,658.84,56+,West,Accessories,2021-01-01,2021
10303,2021-01-05 17:29:00,94,49,2,91.14,Not Returned,Online,182.28,36-45,West,Footwear,2021-01-05,2021
1030,2021-01-06 00:47:00,66,37,5,20.53,Not Returned,Online,102.65,46-55,South,Footwear,2021-01-06,2021
10304,2021-01-09 04:34:00,27,38,2,52.89,Not Returned,In-Store,105.78,36-45,North,Footwear,2021-01-09,2021
10305,2021-01-01 03:37:00,66,2,2,88.35,Not Returned,Online,176.7,46-55,South,Clothing,2021-01-01,2021
10306,2021-01-08 15:40:00,11,32,6,20.85,Not Returned,In-Store,125.1,46-55,South,Clothing,2021-01-08,2021
10307,2021-01-02 15:24:00,31,4,4,20.95,Not Returned,In-Store,83.8,36-45,South,Clothing,2021-01-02,2021
10308,2021-01-01 09:14:00,8,32,2,41.21,Not Returned,Online,82.42,56+,West,Clothing,2021-01-01,2021
10309,2021-01-11 09:56:00,35,43,7,98.04,Not Returned,In-Store,686.28,36-45,East,Clothing,2021-01-11,2021
10311,2021-01-04 17:40:00,24,32,4,35.24,Not Returned,Online,140.96,18-25,South,Clothing,2021-01-04,2021
10313,2021-01-05 19:54:00,87,25,7,27.79,Not Returned,Online,194.53,18-25,South,Clothing,2021-01-05,2021
10314,2021-01-02 22:43:00,65,48,3,88.77,Not Returned,In-Store,266.31,26-35,West,Footwear,2021-01-02,2021
1031,2021-01-11 01:28:00,3,49,2,22.65,Not Returned,Online,45.3,36-45,North,Footwear,2021-01-11,2021
10315,2021-01-02 17:11:00,34,47,1,57.2,Not Returned,Online,57.2,18-25,North,Footwear,2021-01-02,2021
10316,2021-01-02 00:22:00,82,5,2,93.92,Not Returned,Online,187.84,18-25,South,Clothing,2021-01-02,2021
10317,2021-01-03 04:10:00,55,12,5,76.24,Not Returned,In-Store,381.2,36-45,East,Clothing,2021-01-03,2021
10318,2021-01-07 17:23:00,36,49,1,71.64,Not Returned,Online,71.64,56+,East,Footwear,2021-01-07,2021
10319,2021-01-02 18:17:00,7,14,2,88.63,Not Returned,In-Store,177.26,36-45,North,Clothing,2021-01-02,2021
10320,2021-01-11 06:14:00,17,14,4,47.94,Not Returned,Online,191.76,46-55,South,Clothing,2021-01-11,2021
10321,2021-01-04 19:01:00,81,28,3,66.05,Not Returned,In-Store,198.15,56+,West,Footwear,2021-01-04,2021
10322,2021-01-09 17:49:00,35,31,5,84.74,Returned,Online,423.7,36-45,East,Clothing,2021-01-09,2021
1032,2021-01-02 10:03:00,65,4,5,25.53,Not Returned,Online,127.65,26-35,West,Clothing,2021-01-02,2021
10325,2021-01-10 03:58:00,86,14,2,88.93,Not Returned,In-Store,177.86,18-25,East,Clothing,2021-01-10,2021
10326,2021-01-01 02:33:00,7,40,7,20.76,Not Returned,Online,145.32,18-25,North,Accessories,2021-01-01,2021
10328,2021-01-03 07:20:00,90,9,3,73.91,Not Returned,In-Store,221.73,36-45,North,Footwear,2021-01-03,2021
10329,2021-01-07 04:05:00,53,18,6,54.24,Not Returned,In-Store,325.44,46-55,East,Footwear,2021-01-07,2021
10330,2021-01-08 16:06:00,58,43,2,36.02,Not Returned,Online,72.04,26-35,West,Clothing,2021-01-08,2021
10331,2021-01-06 22:02:00,13,9,2,52.18,Not Returned,Online,104.36,56+,North,Footwear,2021-01-06,2021
10332,2021-01-01 06:47:00,56,22,7,58.51,Returned,Online,409.57,18-25,East,Clothing,2021-01-01,2021
1033,2021-01-05 06:44:00,51,4,4,51.53,Not Returned,Online,206.12,46-55,East,Clothing,2021-01-05,2021
10334,2021-01-09 11:22:00,51,46,4,20.95,Not Returned,Online,83.8,46-55,East,Clothing,2021-01-09,2021
10335,2021-01-06 02:17:00,34,3,1,48.46,Not Returned,In-Store,48.46,18-25,North,Footwear,2021-01-06,2021
10336,2021-01-03 10:11:00,2,27,6,71.26,Not Returned,In-Store,427.56,56+,East,Footwear,2021-01-03,2021
10338,2021-01-08 17:29:00,75,22,1,27.81,Not Returned,In-Store,27.81,56+,West,Clothing,2021-01-08,2021
10340,2021-01-05 19:44:00,39,25,2,72.6,Returned,Online,145.2,18-25,West,Clothing,2021-01-05,2021
10341,2021-01-11 07:59:00,82,24,5,20.88,Not Returned,Online,104.4,18-25,South,Accessories,2021-01-11,2021
1034,2021-01-03 18:12:00,66,13,2,66.6,Not Returned,Online,133.2,46-55,South,Footwear,2021-01-03,2021
10342,2021-01-05 14:43:00,67,7,1,69.65,Not Returned,In-Store,69.65,26-35,South,Footwear,2021-01-05,2021
10343,2021-01-05 16:27:00,65,31,5,56.63,Returned,In-Store,283.15,26-35,West,Clothing,2021-01-05,2021
10344,2021-01-11 09:39:00,30,25,2,82.5,Not Returned,Online,165.0,46-55,East,Clothing,2021-01-11,2021
10345,2021-01-11 01:20:00,55,37,1,71.47,Not Returned,Online,71.47,36-45,East,Footwear,2021-01-11,2021
10346,2021-01-10 04:42:00,45,2,7,93.01,Not Returned,In-Store,651.07,26-35,North,Clothing,2021-01-10,2021
10347,2021-01-09 10:12:00,42,46,1,28.97,Not Returned,Online,28.97,18-25,East,Clothing,2021-01-09,2021
10349,2021-01-06 20:06:00,41,18,2,59.1,Not Returned,Online,118.2,46-55,East,Footwear,2021-01-06,2021
10350,2021-01-11 00:15:00,76,32,4,38.26,Not Returned,In-Store,153.04,26-35,West,Clothing,2021-01-11,2021
10351,2021-01-04 11:22:00,41,25,3,72.14,Not Returned,Online,216.42,46-55,East,Clothing,2021-01-04,2021
1035,2021-01-11 09:31:00,34,14,7,22.26,Returned,Online,155.82,18-25,North,Clothing,2021-01-11,2021
10353,2021-01-02 11:14:00,77,38,6,91.75,Not Returned,Online,550.5,18-25,West,Footwear,2021-01-02,2021
10354,2021-01-07 00:08:00,95,50,7,46.22,Not Returned,In-Store,323.54,18-25,North,Accessories,2021-01-07,2021
10355,2021-01-03 10:36:00,44,36,5,60.87,Not Returned,In-Store,304.35,26-35,East,Clothing,2021-01-03,2021
10356,2021-01-05 17:06:00,85,38,1,21.69,Not Returned,In-Store,21.69,18-25,North,Footwear,2021-01-05,2021
10357,2021-01-02 15:21:00,89,47,1,96.47,Not Returned,Online,96.47,46-55,North,Footwear,2021-01-02,2021
10358,2021-01-04 19:53:00,34,5,2,42.49,Not Returned,In-Store,84.98,18-25,North,Clothing,2021-01-04,2021
10360,2021-01-03 16:34:00,34,37,1,39.9,Not Returned,In-Store,39.9,18-25,North,Footwear,2021-01-03,2021
10361,2021-01-02 18:17:00,30,10,7,97.81,Not Returned,In-Store,684.67,46-55,East,Footwear,2021-01-02,2021
1036,2021-01-07 07:10:00,24,21,7,99.59,Not Returned,In-Store,697.13,18-25,South,Clothing,2021-01-07,2021
10362,2021-01-03 01:07:00,49,8,7,65.21,Not Returned,In-Store,456.47,26-35,West,Accessories,2021-01-03,2021
10363,2021-01-09 14:59:00,52,34,1,65.27,Not Returned,Online,65.27,46-55,East,Footwear,2021-01-09,2021
10364,2021-01-10 14:06:00,16,37,1,30.56,Not Returned,In-Store,30.56,26-35,West,Footwear,2021-01-10,2021
10365,2021-01-02 11:02:00,60,30,2,98.2,Not Returned,Online,196.4,26-35,West,Clothing,2021-01-02,2021
10366,2021-01-10 21:54:00,4,23,6,86.93,Not Returned,Online,521.58,56+,West,Clothing,2021-01-10,2021
10367,2021-01-10 16:14:00,15,9,3,86.39,Not Returned,In-Store,259.17,46-55,West,Footwear,2021-01-10,2021
10370,2021-01-09 02:19:00,38,48,4,92.02,Not Returned,In-Store,368.08,56+,South,Footwear,2021-01-09,2021
10371,2021-01-11 08:16:00,30,49,1,21.36,Not Returned,Online,21.36,46-55,East,Footwear,2021-01-11,2021
1037,2021-01-05 19:37:00,60,17,5,41.74,Not Returned,Online,208.7,26-35,West,Accessories,2021-01-05,2021
10372,2021-01-08 00:44:00,11,11,3,39.69,Not Returned,Online,119.07,46-55,South,Clothing,2021-01-08,2021
10373,2021-01-04 02:33:00,75,5,6,56.11,Not Returned,In-Store,336.66,56+,West,Clothing,2021-01-04,2021
10375,2021-01-05 17:04:00,83,37,5,90.76,Not Returned,In-Store,453.8,56+,East,Footwear,2021-01-05,2021
10376,2021-01-09 19:22:00,9,20,2,66.38,Not Returned,In-Store,132.76,36-45,East,Clothing,2021-01-09,2021
10377,2021-01-01 06:06:00,2,26,6,94.73,Not Returned,Online,568.38,56+,East,Footwear,2021-01-01,2021
10378,2021-01-11 05:47:00,32,46,4,60.27,Returned,In-Store,241.08,46-55,East,Clothing,2021-01-11,2021
10380,2021-01-01 15:51:00,40,26,1,91.54,Not Returned,Online,91.54,26-35,East,Footwear,2021-01-01,2021
10381,2021-01-10 12:20:00,86,46,3,30.09,Not Returned,In-Store,90.27,18-25,East,Clothing,2021-01-10,2021
10382,2021-01-02 10:59:00,73,34,1,77.14,Not Returned,In-Store,77.14,56+,West,Footwear,2021-01-02,2021
10383,2021-01-01 13:47:00,84,49,1,80.48,Returned,Online,80.48,56+,West,Footwear,2021-01-01,2021
10384,2021-01-11 02:07:00,9,45,3,45.21,Not Returned,Online,135.63,36-45,East,Footwear,2021-01-11,2021
1038,2021-01-06 02:04:00,22,47,5,71.03,Not Returned,Online,355.15,56+,North,Footwear,2021-01-06,2021
10385,2021-01-03 10:20:00,60,28,2,25.24,Not Returned,Online,50.48,26-35,West,Footwear,2021-01-03,2021
10386,2021-01-02 16:55:00,24,10,7,54.06,Not Returned,In-Store,378.42,18-25,South,Footwear,2021-01-02,2021
10387,2021-01-10 16:21:00,41,47,2,29.55,Not Returned,In-Store,59.1,46-55,East,Footwear,2021-01-10,2021
10388,2021-01-01 02:19:00,94,7,6,77.84,Not Returned,Online,467.04,36-45,West,Footwear,2021-01-01,2021
10389,2021-01-03 21:15:00,16,13,5,60.46,Not Returned,Online,302.3,26-35,West,Footwear,2021-01-03,2021
10390,2021-01-11 00:55:00,50,11,1,42.02,Not Returned,In-Store,42.02,46-55,South,Clothing,2021-01-11,2021
10391,2021-01-08 19:07:00,55,26,4,83.94,Not Returned,Online,335.76,36-45,East,Footwear,2021-01-08,2021
1039,2021-01-02 05:28:00,83,21,7,86.08,Returned,Online,602.56,56+,East,Clothing,2021-01-02,2021
10392,2021-01-07 04:12:00,18,10,6,48.4,Not Returned,Online,290.4,56+,East,Footwear,2021-01-07,2021
10393,2021-01-06 05:55:00,73,11,7,43.3,Not Returned,Online,303.1,56+,West,Clothing,2021-01-06,2021
10394,2021-01-05 21:59:00,44,12,2,61.87,Not Returned,In-Store,123.74,26-35,East,Clothing,2021-01-05,2021
10395,2021-01-05 16:00:00,63,25,1,29.03,Returned,Online,29.03,56+,East,Clothing,2021-01-05,2021
10396,2021-01-08 20:11:00,24,1,4,91.18,Returned,In-Store,364.72,18-25,South,Accessories,2021-01-08,2021
10397,2021-01-06 14:59:00,72,31,1,77.96,Not Returned,In-Store,77.96,56+,South,Clothing,2021-01-06,2021
10398,2021-01-02 16:01:00,58,32,6,67.38,Not Returned,In-Store,404.28,26-35,West,Clothing,2021-01-02,2021
10399,2021-01-04 02:42:00,31,40,1,79.4,Not Returned,In-Store,79.4,36-45,South,Accessories,2021-01-04,2021
10400,2021-01-09 06:38:00,86,45,6,96.15,Not Returned,Online,576.9,18-25,East,Footwear,2021-01-09,2021
1040,2021-01-06 10:58:00,10,16,4,77.22,Not Returned,Online,308.88,56+,East,Footwear,2021-01-06,2021
10402,2021-01-06 03:17:00,22,9,7,92.32,Not Returned,Online,646.24,56+,North,Footwear,2021-01-06,2021
10403,2021-01-04 00:56:00,97,10,3,46.55,Not Returned,In-Store,139.65,56+,East,Footwear,2021-01-04,2021
10404,2021-01-08 04:42:00,56,26,2,35.69,Not Returned,In-Store,71.38,18-25,East,Footwear,2021-01-08,2021
10405,2021-01-06 15:46:00,26,13,6,33.61,Not Returned,Online,201.66,36-45,East,Footwear,2021-01-06,2021
10406,2021-01-03 03:13:00,12,43,2,73.85,Not Returned,Online,147.7,36-45,West,Clothing,2021-01-03,2021
10407,2021-01-03 12:01:00,84,22,1,95.46,Not Returned,Online,95.46,56+,West,Clothing,2021-01-03,2021
10408,2021-01-04 15:10:00,84,48,6,80.57,Not Returned,Online,483.42,56+,West,Footwear,2021-01-04,2021
10410,2021-01-05 08:13:00,34,38,6,50.19,Not Returned,Online,301.14,18-25,North,Footwear,2021-01-05,2021
10411,2021-01-09 14:22:00,69,12,1,88.96,Not Returned,Online,88.96,46-55,South,Clothing,2021-01-09,2021
10413,2021-01-06 12:58:00,31,10,3,25.53,Not Returned,In-Store,76.59,36-45,South,Footwear,2021-01-06,2021
10414,2021-01-10 12:53:00,27,34,1,88.91,Not Returned,In-Store,88.91,36-45,North,Footwear,2021-01-10,2021
1041,2021-01-06 18:16:00,61,45,5,43.02,Not Returned,Online,215.1,26-35,East,Footwear,2021-01-06,2021
10415,2021-01-08 11:08:00,38,32,5,51.5,Not Returned,Online,257.5,56+,South,Clothing,2021-01-08,2021
10416,2021-01-02 01:31:00,74,11,4,29.36,Not Returned,Online,117.44,26-35,West,Clothing,2021-01-02,2021
10417,2021-01-07 02:19:00,19,50,1,24.23,Not Returned,Online,24.23,18-25,East,Accessories,2021-01-07,2021
10418,2021-01-07 12:22:00,63,33,6,40.98,Not Returned,Online,245.88,56+,East,Accessories,2021-01-07,2021
10419,2021-01-02 10:03:00,59,39,7,31.7,Not Returned,In-Store,221.9,46-55,North,Accessories,2021-01-02,2021
10420,2021-01-02 18:14:00,57,32,4,86.45,Not Returned,In-Store,345.8,46-55,North,Clothing,2021-01-02,2021
10421,2021-01-04 10:47:00,35,45,2,98.42,Not Returned,In-Store,196.84,36-45,East,Footwear,2021-01-04,2021
10422,2021-01-09 01:53:00,19,28,6,37.08,Not Returned,In-Store,222.48,18-25,East,Footwear,2021-01-09,2021
1042,2021-01-08 06:00:00,93,25,5,58.78,Not Returned,Online,293.9,36-45,North,Clothing,2021-01-08,2021
10423,2021-01-03 03:26:00,4,17,2,64.11,Not Returned,Online,128.22,56+,West,Accessories,2021-01-03,2021
10424,2021-01-04 21:51:00,89,13,1,55.43,Not Returned,In-Store,55.43,46-55,North,Footwear,2021-01-04,2021
10425,2021-01-08 10:51:00,45,34,6,87.89,Not Returned,In-Store,527.34,26-35,North,Footwear,2021-01-08,2021
10426,2021-01-03 18:07:00,51,14,1,50.17,Returned,In-Store,50.17,46-55,East,Clothing,2021-01-03,2021
10427,2021-01-10 01:49:00,17,17,4,35.85,Not Returned,In-Store,143.4,46-55,South,Accessories,2021-01-10,2021
10428,2021-01-01 01:05:00,51,30,5,34.61,Not Returned,Online,173.05,46-55,East,Clothing,2021-01-01,2021
10429,2021-01-01 12:55:00,34,31,6,29.81,Returned,In-Store,178.86,18-25,North,Clothing,2021-01-01,2021
10430,2021-01-10 01:25:00,94,38,1,26.91,Not Returned,In-Store,26.91,36-45,West,Footwear,2021-01-10,2021
10431,2021-01-08 22:02:00,89,24,3,88.46,Not Returned,In-Store,265.38,46-55,North,Accessories,2021-01-08,2021
10433,2021-01-07 09:38:00,2,44,3,67.37,Not Returned,In-Store,202.11,56+,East,Accessories,2021-01-07,2021
1043,2021-01-10 07:19:00,25,41,5,55.76,Not Returned,Online,278.8,18-25,East,Accessories,2021-01-10,2021
10434,2021-01-08 03:17:00,54,9,5,97.15,Not Returned,In-Store,485.75,56+,East,Footwear,2021-01-08,2021
10436,2021-01-01 14:34:00,20,43,3,45.91,Not Returned,Online,137.73,46-55,North,Clothing,2021-01-01,2021
10437,2021-01-10 22:29:00,3,4,3,25.16,Not Returned,Online,75.48,36-45,North,Clothing,2021-01-10,2021
10438,2021-01-09 23:00:00,6,23,7,61.59,Not Returned,Online,431.13,26-35,South,Clothing,2021-01-09,2021
10440,2021-01-01 01:22:00,77,20,3,79.69,Not Returned,In-Store,239.07,18-25,West,Clothing,2021-01-01,2021
10441,2021-01-06 08:44:00,96,17,6,93.99,Not Returned,Online,563.94,36-45,North,Accessories,2021-01-06,2021
10442,2021-01-10 17:13:00,2,46,4,22.09,Not Returned,Online,88.36,56+,East,Clothing,2021-01-10,2021
1044,2021-01-09 05:11:00,34,3,1,29.4,Returned,Online,29.4,18-25,North,Footwear,2021-01-09,2021
10443,2021-01-10 18:51:00,25,32,6,74.96,Not Returned,Online,449.76,18-25,East,Clothing,2021-01-10,2021
10444,2021-01-11 02:22:00,1,24,4,96.11,Not Returned,Online,384.44,46-55,West,Accessories,2021-01-11,2021
10445,2021-01-03 18:44:00,83,15,3,44.93,Not Returned,Online,134.79,56+,East,Footwear,2021-01-03,2021
10447,2021-01-03 07:56:00,8,28,6,85.91,Not Returned,Online,515.46,56+,West,Footwear,2021-01-03,2021
10449,2021-01-01 07:48:00,11,5,7,71.99,Not Returned,Online,503.93,46-55,South,Clothing,2021-01-01,2021
10450,2021-01-03 15:10:00,57,47,4,28.09,Not Returned,In-Store,112.36,46-55,North,Footwear,2021-01-03,2021
10451,2021-01-09 02:54:00,95,44,1,95.7,Not Returned,Online,95.7,18-25,North,Accessories,2021-01-09,2021
10452,2021-01-04 11:20:00,91,40,1,79.46,Not Returned,Online,79.46,36-45,East,Accessories,2021-01-04,2021
10453,2021-01-03 22:56:00,15,4,5,34.65,Returned,Online,173.25,46-55,West,Clothing,2021-01-03,2021
10454,2021-01-09 19:10:00,40,37,5,26.22,Not Returned,Online,131.1,26-35,East,Footwear,2021-01-09,2021
1045,2021-01-01 03:27:00,6,49,1,57.79,Not Returned,In-Store,57.79,26-35,South,Footwear,2021-01-01,2021
10455,2021-01-10 03:57:00,10,28,4,71.63,Not Returned,In-Store,286.52,56+,East,Footwear,2021-01-10,2021
10456,2021-01-03 17:46:00,40,33,3,87.42,Not Returned,Online,262.26,26-35,East,Accessories,2021-01-03,2021
10456,2021-01-03 13:57:00,40,33,3,87.42,Not Returned,Online,262.26,26-35,East,Accessories,2021-01-03,2021
10457,2021-01-03 08:10:00,48,9,3,52.44,Not Returned,Online,157.32,56+,West,Footwear,2021-01-03,2021
10458,2021-01-02 07:28:00,8,31,5,80.56,Not Returned,In-Store,402.8,56+,West,Clothing,2021-01-02,2021
10459,2021-01-03 07:13:00,47,39,4,22.62,Not Returned,Online,90.48,26-35,East,Accessories,2021-01-03,2021
10460,2021-01-11 02:24:00,25,22,2,46.23,Not Returned,Online,92.46,18-25,East,Clothing,2021-01-11,2021
1046,2021-01-07 15:22:00,77,18,5,91.18,Not Returned,In-Store,455.9,18-25,West,Footwear,2021-01-07,2021
10462,2021-01-06 11:20:00,72,28,6,48.97,Not Returned,Online,293.82,56+,South,Footwear,2021-01-06,2021
10463,2021-01-03 19:03:00,91,40,4,93.27,Not Returned,In-Store,373.08,36-45,East,Accessories,2021-01-03,2021
10464,2021-01-07 20:39:00,83,17,1,76.76,Not Returned,Online,76.76,56+,East,Accessories,2021-01-07,2021
10465,2021-01-03 16:06:00,70,32,2,76.01,Not Returned,Online,152.02,46-55,North,Clothing,2021-01-03,2021
10466,2021-01-07 04:22:00,42,13,6,59.89,Not Returned,Online,359.34,18-25,East,Footwear,2021-01-07,2021
10467,2021-01-03 08:30:00,100,48,5,81.57,Not Returned,In-Store,407.85,18-25,West,Footwear,2021-01-03,2021
10468,2021-01-11 05:19:00,75,15,7,78.57,Not Returned,Online,549.99,56+,West,Footwear,2021-01-11,2021
10469,2021-01-07 12:11:00,30,20,7,21.66,Not Returned,Online,151.62,46-55,East,Clothing,2021-01-07,2021
1047,2021-01-10 21:18:00,60,1,2,74.45,Not Returned,Online,148.9,26-35,West,Accessories,2021-01-10,2021
10471,2021-01-08 12:22:00,53,4,5,89.8,Not Returned,Online,449.0,46-55,East,Clothing,2021-01-08,2021
10473,2021-01-04 17:06:00,52,22,2,94.63,Not Returned,Online,189.26,46-55,East,Clothing,2021-01-04,2021
10474,2021-01-03 12:17:00,93,32,3,21.4,Not Returned,Online,64.2,36-45,North,Clothing,2021-01-03,2021
10475,2021-01-07 19:20:00,62,27,3,34.34,Not Returned,Online,103.02,46-55,East,Footwear,2021-01-07,2021
10476,2021-01-02 05:42:00,21,3,2,59.66,Not Returned,In-Store,119.32,26-35,East,Footwear,2021-01-02,2021
10477,2021-01-11 05:34:00,51,3,6,21.52,Returned,In-Store,129.12,46-55,East,Footwear,2021-01-11,2021
10478,2021-01-09 21:28:00,2,20,4,22.82,Not Returned,Online,91.28,56+,East,Clothing,2021-01-09,2021
10479,2021-01-04 22:26:00,63,12,3,64.3,Not Returned,In-Store,192.9,56+,East,Clothing,2021-01-04,2021
